County,License_Number,Establishment_Type,Entity_Name,DBA_Name,Street_Number,Street_Name,City,State_Abbreviation,Zip_Code,Square_Footage,Latitude,Longitude
Broome,731469,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #18376,1538,CONKLIN RD,CONKLIN,NY,13748,0,-75.797786,42.023022
New York,627823,JAC,NEUHAUS INC,NEUHAUS,569,LEXINGTON @ 51ST ST,NEW YORK,NY,10022,80,-73.972079,40.756872
Bronx,741938,JAC,JESSICAS FLOWER SHOP CORP,JESSICAS FLOWER SHOP,30,A BEDFORD PARK BLVD E,BRONX,NY,10468,400,-73.888763,40.872879
Oswego,750624,JAC,103 ROUTE 49 LLC,103 ROUTE 49 SUNSET DEL,103,ROUTE 49,CLEVELAND,NY,13042,0,-75.884068,43.232552
Westchester,551220,JABC,STOP&SHOP SUPERMARKET CO LLC THE,STOP&SHOP 522,111,VRENDENBURGH AVE,YONKERS,NY,10704,68000,-73.854989,40.923887
Kings,728084,JAC,FREEMAN DELI CORP,FREEMAN DELI,1043,MANHATTAN AVE,BROOKLYN,NY,11222,1500,-73.95498,40.734578
Essex,740212,JAC,RIVERA DANIEL P,TRIPLE GREEN JADE FARM,624,MOUNTAIN VIEW DRIVE,WILLSBORO,NY,12996,900,-73.41559,44.349537
Kings,738103,A,GREEN PRODUCT MARKET INC,GREEN PRODUCT MARKET,5706,8TH AVE,BROOKLYN,NY,11220,1400,-74.007956,40.63702
Kings,619104,JAC,LISBETH GROCERY CORP,LISBETH GROCERY,66,HENDRIX ST,BROOKLYN,NY,11207,1800,-73.891438,40.680764
Bronx,712256,JAC,DYRE FISH MARKET CORP,DYRE FISH MARKET,3901,DYRE AVE,BRONX,NY,10466,2125,-73.831287,40.889345
New York,627344,A,BAN THAI GIFT CENTER INC,BAN THAI GIFT CENTER,10,MOTT ST,NEW YORK,NY,10013,100,-73.998708,40.714074
Suffolk,750656,JAC,JOES KWIK MARTS LLC,JOES KWIK MART #0126,1801,N OCEAN AVE,FARMINGVILLE,NY,11738,0,-73.020376,40.824948
Suffolk,470459,JABC,SAMS EAST INC,SAMS CLUB 6428,2950,HORSE BLOCK RD,MEDFORD,NY,11763,135000,-72.991006,40.826903
Broome,746893,JAC,THE ORIGINAL FIT KITCHEN LLC,FIT KITCHEN,20,HAWLEY STREET***,BINGHAMTON,NY,13901,800,-75.913116,42.097167
Kings,709028,JAC,LUCKY LOTTO 1 DELI INC,LUCKY LOTTO 1 DELI,1450,NOSTRAND AVE,BROOKLYN,NY,11226,500,-73.949593,40.651007
Suffolk,732942,JAC,NOA MAR MARKETS,NOA MARKETS,238,DEER PARK AVE,BABYLON,NY,11702,1300,-73.322467,40.700017
Monroe,260995,A,DOLLAR TREE STORES INC,DOLLAR TREE 604,3333,W HENRIETTA RD #B2,ROCHESTER,NY,14623,12000,-77.636821,43.087113
Nassau,713956,A,BPRF LLC,BPRF,236-01,LINDEN BLVD,ELMONT,NY,11003,800,-73.725575,40.690503
Suffolk,474856,JAC,FISHERS ISLAND CLUB INC,FISHERS ISLAND CLUB,20449,E MAIN RD,FISHERS ISLAND,NY,6390,100,,
Suffolk,471535,JABC,SCHIAVONIS MARKET INC,IGA SCHIAVONIS,48,MAIN ST,SAG HARBOR,NY,11963,4500,-72.29539,41.001198
Kings,731588,JAC,PRIME DELI AND GROCERY INC,PRIME DELI AND GROCERY,504,CLASSON AVE,BROOKLYN,NY,11238,1800,-73.958861,40.683155
Monroe,749769,JAC,CANTON MARKET INC,CANTON SUPERMARKET,85,COMMERCE DR,ROCHESTER,NY,14623,0,-77.644734,43.080799
Suffolk,728062,A,ABOUT FOOD LLC,ABOUT FOOD,53975,MAIN ROAD,SOUTHOLD,NY,11971,0,-72.427964,41.064314
Bronx,747105,JAC,SHIESTYAVEDELI LLC,SHIESTYAVE DELI,1083,SHERIDAN AVE.,BRONX,NY,10456,1000,-73.918367,40.831312
New York,625014,JAC,WALGREEN EASTERN CO INC,WALGREENS #06159,145,FOURTH AVE,NEW YORK,NY,10003,1200,-73.989829,40.733728
Queens,748585,A,TARGET CORP,TARGET STORE T-3372,160-08,JAMAICA AVE,JAMAICA,NY,11432,21000,-73.79879,40.703891
Niagara,736745,JAC,REID STORES INC,CROSBYS #40096,7084,CHESTNUT RIDGE RD,LOCKPORT,NY,14094,2000,-78.645614,43.18115
Kings,737158,JAC,M & S SUPERMARKET CORP,MET FOODS,3404,QUENTIN RD,BROOKLYN,NY,11234,5000,-73.938034,40.61383
Kings,611586,JAC,FELMINGO CORP,FELMINGO MARKET,189,SMITH ST,BROOKLYN,NY,11201,1600,-73.991387,40.685329
Oneida,300451,JABC,PRICE CHOPPER OPERATING CO INC,PRICE CHOPPER 206,1790,BLACK RIVER BLVD,ROME,NY,13440,78000,,
Broome,35684,JAC,YOO JOON SAM,KIMS ORIENTAL GRCY&GFT,3740,VESTAL PKWY E,VESTAL,NY,13850,2000,-75.980741,42.096065
Monroe,268264,A,KEENAN SUSAN,KEENAN SUSAN,,PUBLIC MKT,ROCHESTER,NY,14609,0,-77.559147,43.175867
Wyoming,705537,JAC,STOLZFUS DATHAN & WILMA,STOLTZFUS FAMILY MARKET,2462,SIMMONS RD,PERRY,NY,14530,600,-77.986823,42.762342
Queens,746106,JAC,HALAL DELI & GRILL CORP,HALAL DELI & GRILL,10401,150TH ST,JAMAICA,NY,11435,0,-73.802144,40.69737
Orange,717547,JAC,SANTA BARBARAS SUPERMARKET CORP,SANTA BARBARAS SUPERMAR,94,WILLIAM ST,NEWBURGH,NY,12550,1000,-74.016264,41.496346
Delaware,120121,JAC,VERONA OIL CO INC,COUNTRY STORE,,RT 30 & 206,DOWNSVILLE,NY,13755,1500,-75.026891,42.073306
Otsego,365260,JAC,UNITED REFINING CO OF PA INC,RED APPLE FD MRT M0348,65,CHESTNUT ST,ONEONTA,NY,13820,1500,-75.064625,42.453802
New York,732119,JAC,522 9TH AVENUE FOOD CORP,LINCOLN GOURMET DELI,522,9TH AVENUE,NEW YORK,NY,10018,2400,-73.994088,40.756411
Kings,616244,JAC,BOGOPA ST JOHNS INC,FOOD BAZAAR,1682,ST JOHNS PL,BROOKLYN,NY,11233,18000,-73.921555,40.670075
Orleans,741953,JAC,VANS PIT STOP LLC,VANS PIT STOP,4530,A HOLLY-BYRON RD,HOLLEY,NY,14470,1600,-78.063753,43.194058
Kings,725588,A,AKA CONVENIENCE STORE INC,AKA CONVENIENCE STORE,9811,4TH AVENUE,BROOKLYN,NY,11209,1000,-74.032887,40.613719
Oneida,300380,A,ALDI INC,ALDI 36,315,ORISKANY BLVD,YORKVILLE,NY,13495,4000,-75.27714,43.114046
Nassau,281165,JABC,NEW FOOD CORP,FOOD TOWN,3367,HILLSIDE AVE,NEW HYDE PARK,NY,11040,15000,-73.658699,40.753177
Rensselaer,750155,JAC,ATTIYA PETROLEUM INC,ATTIYA PETROLEUM,558,HOOSICK STREET,TROY,NY,12180,2000,-73.657726,42.739843
Suffolk,733042,JAC,HR C STORE INC,HR C STORE,178,SOUND BEACH BLVD,SOUND BEACH,NY,11789,1000,-72.967264,40.956927
Chemung,726217,JAC,AL-MALIK INC,EASTSIDE QUICK STOP,951,LAKE STREET,ELMIRA,NY,14901,2500,-76.804756,42.103425
Kings,619154,A,86TH STREET OPTIMO CENTER INC,86 OPTIMO CENTER,1516,86TH ST,BROOKLYN,NY,11228,900,-74.009044,40.611125
Suffolk,472572,A,CVS ALBANY LLC,CVS PHAMRACY 01222,1944,DEER PARK AVE DEER PARK S/C#,DEER PARK,NY,11729,13000,,
Kings,709596,JAC,F & B ORGANIC DELI GROCERY INC,F & B ORGANIC DELI AND,728,DRIGGS AVE,BROOKLYN,NY,11211,0,-73.960439,40.712925
Sullivan,734718,JAC,HEIMISHE GOURMET FOOD INC,LEVY'S DELICIOUS FOOD,2,STANTON CORNER RD,SWAN LAKE,NY,12783,1500,-74.781642,41.750744
Nassau,283800,JACD,BARRIER BREWING COMPANY LLC,BARRIER BREWING,3001,NEW ST  UNIT A2,OCEANSIDE,NY,11572,4600,-73.656186,40.639371
Putnam,723792,JAC,TOPS MARKETS LLC,TOPS MARKETS #535,1936,US RTE 6,CARMEL,NY,10512,4700,-73.668434,41.413397
Dutchess,737059,JAC,FB&Q TRADING CORP,FB&Q TRADING,1499,ROUTE 9,WAPPINGERS FALLS,NY,12590,1200,-73.908411,41.590934
Kings,732067,JAC,STAR M MINI MARKET CORP,STAR M MINI MARKET,5002,AVENUE M,BROOKLYN,NY,11234,2000,-73.926921,40.621371
Suffolk,703368,JAC,RAINBOW MULTI-SERVICE INC,RAINBOW MULTI-SERVICE,16,W MAIN ST,SOUTHAMPTON,NY,11968,1280,-72.390868,40.885842
Kings,743601,A,PITKIN DELI CORP,PITKIN DELI,2227,PITKIN AVE,BROOKLYN,NY,11207,0,-73.890082,40.672812
Nassau,747122,JAC,KSK AUTO GROUP INC,KSK AUTO GROUP,601,PORT WASHINGTON BLVD,PORT WASHINGTON,NY,11050,1000,-73.682582,40.824782
Suffolk,745049,JAC,LUS LICENSING LLC,LIDL - 8019,2500,MIDDLE COUNTRY RD,LAKE GROVE,NY,11755,15000,,
Kings,745719,JAC,GAJAE SUSHI INC,GAJAE SUSHI,11,BROADWAY,BROOKLYN,NY,11249,0,-73.967981,40.710758
Dutchess,738372,JAC,KAVAMAT NOOR INC,FISHKILL MOBIL MART,823,ROUTE 52,FISHKILL,NY,12524,1500,-73.920663,41.526012
Sullivan,481980,JABC,PECKS MARKET INC,PECKS MARKET,9,LOWER MAIN ST CR133,CALLICOON,NY,12723,16000,-75.056614,41.765559
Monroe,266418,A,ECKERD CORP,RITE AID 10868,1567,PENFIELD RD,ROCHESTER,NY,14625,300,-77.493014,43.133562
Yates,735222,JAC,HAPPY HEARTS WORKSHOP LTD,HAPPY HEARTS WORKSHOP,2751,ROUTE 364,PENN YAN,NY,14527,1800,-77.090597,42.676744
Monroe,730180,JAC,KRAPF CHRISTIAN AND KRAPF CHRISTI,OAK AND APPLE CIDERY,1600,DUBLIN RD,PENFIELD,NY,14526,0,-77.425952,43.151061
Kings,616678,JAC,W&S DAIRY GROCERY INC,W&S DAIRY GROCERY,281,AVENUE O,BROOKLYN,NY,11230,1000,-73.973755,40.611337
Westchester,733269,JAC,YALE AVE DELI GROCERY INC,YALE AVE DELI GROCERY,26,YALE AVE,OSSINING,NY,10562,0,-73.860538,41.165689
Nassau,282684,A,PUFF N STUFF HICKSVILLE INC,PUFF N STUFF,64,JERUSALEM AVE,HICKSVILLE,NY,11801,1000,-73.524738,40.765453
Albany,734352,JAC,N & M MART CORP,N & M MART,1348,CENTRAL AVENUE,ALBANY,NY,12205,1500,-73.816231,42.70305
Bronx,711733,JAC,BRONX MEAT & DELI CORP,BRONX MEAT & DELI,100,E 183RD ST,BRONX,NY,10453,1800,-73.901656,40.85801
Onondaga,716744,JAC,CST NEW YORK LLC,CIRCLE K 4707623,5565,BARTELL RD,BREWERTON,NY,13029,7000,-76.131294,43.232461
Bronx,603267,JABC,JVD FOOD CORP,PRICE CHOICE,820,E 180TH ST,BRONX,NY,10460,9000,-73.884786,40.84615
Bronx,736860,A,WALGREEN EASTERN CO INC,WALGREENS #18198,1710,CROSBY AVE,BRONX,NY,10461,6000,-73.831348,40.845646
Onondaga,316207,A,UNITED REFINING CO OF PA INC,KWIK FILL A0064,7167,STATE FAIR BLVD,SYRACUSE,NY,13209,1000,-76.277585,43.117098
Westchester,723477,JAC,LA GUADALUPANA GROCERY & DELI INC,LA GUADALUPANA GROCERY,498,SOUTH BROADWAY,YONKERS,NY,10705,0,-73.896879,40.916057
Kings,614072,A,RITE AID OF NEW YORK INC,RITE AID PHARMACY 03869,1791,UITCA AVE,BROOKLYN,NY,11234,8000,-73.927937,40.628847
Queens,748885,JAC,SNACK PARADISE I INC,SNACK PARADISE,224,BEACH 98TH STREET,ROCKAWAY PARK,NY,11694,1000,-73.820006,40.585241
Suffolk,474874,JABC,PATCHOGUE SUPERMARKETS LLC,SHOPRITE #811,95,SUNRISE HWY,PATCHOGUE,NY,11772,72000,-73.005492,40.780239
New York,725812,JAC,JG SALES CORP,SUSHI BY PESCATORE,327,GRAND CENTRAL TERMINAL,NEW YORK,NY,10017,300,-73.970967,40.749301
Columbia,742417,JAC,FARMHOUSE KITCHEN LLC,FARMHOUSE KITCHEN,104,WALKERS MILLS RD,GERMANTOWN,NY,12526,0,-73.825094,42.144213
Suffolk,477462,JAC,KINGS PARK MEAT MARKET INC,KINGS PARK MEAT MARKET,76,MAIN ST,KINGS PARK,NY,11754,3600,-73.256545,40.885471
Suffolk,709383,JAC,ONE STOP DELI INC,ONE STOP DELI,2520,MIDDLE COUNTRY RD,CENTEREACH,NY,11720,1100,-73.100595,40.858324
New York,727710,JAC,FRESH KIM LLC,FRESH KIM,2116,3RD AVE,NEW YORK,NY,10029,0,-73.940199,40.797713
Kings,739765,JAC,KISNA ENTERPRISES INC,BABAS DELI,599,5TH AVENUE,BROOKLYN,NY,11215,1800,-73.990319,40.664355
New York,628507,A,DUANE READE ET AL PTRS,DUANE READE 14436,200,WATER ST,NEW YORK,NY,10038,14000,-74.004204,40.707355
Dutchess,720751,JAC,SPEEDWAY LLC,SPEEDWAY #07880,480,RT 9,FISHKILL,NY,12524,2500,-73.889294,41.521553
Kings,748260,JAC,ONE STOP DELI MART INC,ONE STOP DELI MART,3056,AVENUE X,BROOKLYN,NY,11235,1500,-73.935464,40.594382
Bronx,748839,A,GB LICENSE LLC,GOPUFF 637,1872,E TREMONT AVE,BRONX,NY,10460,0,-73.864749,40.840991
Schenectady,740323,JAC,MUNCHIES DELI GROCERY OF SCHENECT,MUNCHIES DELI GROCERY O,814,EASTERN AVENUE,SCHENECTADY,NY,12308,1500,-73.928084,42.8119
Bronx,734340,JAC,ACERO PRODUCE INC,ACERO PRODUCE,1171,STRATFORD AVENUE,BRONX,NY,10472,700,-73.875425,40.828838
Queens,632716,JAC,BAJWA FOOD MARKET LLC,BAJWA FOOD MARKET,104-03,47TH AVE,CORONA,NY,11368,2000,-73.859293,40.745803
Onondaga,747389,JAC,A PLUS CONVENIENCE STORES INC,7 ELEVEN #40184,200,N STATE ST,SYRACUSE,NY,13203,0,-76.148619,43.052755
Kings,751031,JAC,612 SUPERMARKET CORP,612 SUPERMARKET,612,NOSTRAND AVE,BROOKLYN,NY,11216,0,-73.949775,40.67754
New York,746864,JAC,CAMILO ROSADO DELI GROCERY CORP,CAMILO ROSADO DELI GROC,2003,AMSTERDAM AVE,NEW YORK,NY,10032,2600,-73.941028,40.834248
Kings,724550,A,V PHARMACY LLC,V PHARMACY,2124,GRAVESEND NECK RD,BROOKLYN,NY,11229,1400,-73.949234,40.597264
Suffolk,471883,JAC,COMPARE FISH MARKET INC,COMPARE FISH MARKET,725,COMMACK RD,BRENTWOOD,NY,11717,0,-73.23245,40.758565
Kings,750414,JAC,ALSAIDI FOOD SALAD JUICE CORP,ALSAIDI FOOD SALAD JUIC,767,4TH AVE,BROOKLYN,NY,11232,0,-73.998631,40.65978
Columbia,744481,A,BARN AT MILLERS CROSSING LLC THE,THE BARN AT MILLERS CRO,170,RT 217,HUDSON,NY,12534,0,-73.707291,42.227378
Kings,740126,JAC,SUPER FOOD INC,SUPER FOOD,1314,KINGS HIGHWAY,BROOKLYN,NY,11229,2500,-73.9596,40.608202
Kings,618313,JAC,YELLOW MARKET CORP,YELLOW MARKET,5812,GLENWOOD RD,BROOKLYN,NY,11234,3500,-73.920154,40.633614
Bronx,720408,JAC,MAVELYN DELI GROCERY CORP,MAVELYN DELI GROCERY,1034,AVENUE ST JOHN,BRONX,NY,10455,1200,-73.901311,40.812615
Monroe,267835,JACK,NIBLACK DOUGLAS H,NIBLACK FOODS,900,JEFFERSON RD BLDG 6,ROCHESTER,NY,14623,5000,-77.613253,43.087235
Ontario,743612,JAC,KOMOREBI SHOPPE LLC,KOMOREBI SHOPPE,19,MILL ST,NAPLES,NY,14512,600,-77.403048,42.615356
Kings,730633,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #19215,2027,UTICA AVE,BROOKLYN,NY,11234,8000,-73.927201,40.621928
Westchester,552423,JAC,MAMSCC LLC,EDIBLE ARRANGEMENTS,217,E MAIN ST,MOUNT KISCO,NY,10549,1600,-73.726428,41.202788
Sullivan,745945,JAC,FRESH CATSKILLS LLC,FRESH CATSKILLS,82,COLD SPRING RD.,MONTICELLO,NY,12701,27000,-74.684803,41.64303
Chautauqua,60297,A,FACULTY STUDENT ASSOCIATION,UNIVERSITY CONVENIENCE,280,CENTRAL AVE SUNY FRED,FREDONIA,NY,14063,1200,-79.334044,42.453718
Erie,142568,JAC,PRRC INC,PRICE RITE,250,ELMWOOD AVE,BUFFALO,NY,14222,44000,-78.877134,42.903782
Kings,732944,JAC,76 CUCCIS DELI INC,76 CUCCIS DELI,7602,18TH AVENUE,BROOKLYN,NY,11214,1000,-73.996707,40.612677
Bronx,749781,JAC,WESTCHESTER GROCERY CORP,WESTCHESTER GROCERY,987,WESTCHESTER AVE,BRONX,NY,10459,1300,-73.894259,40.823458
Rensselaer,724939,JAC,ENGELKE PAUL,ENGELKE FARM & GARDEN,463,GARFIELD RD,TROY,NY,12180,120,-73.598272,42.722339
Kings,735200,JAC,LA TORRE BROTHERS INC,LA TORRE BROTHERS,4518,AVENUE N,BROOKLYN,NY,11234,3500,-73.931063,40.618693
Otsego,745192,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #21671,1735,ST HWY 205,LAURENS,NY,13796,0,,
Bronx,609788,JAC,KO FRUITS AND VEGETABLE INC,K&C FRUIT&VEGETABLES,4026,WHITE PLAINS RD,BRONX,NY,10466,2000,-73.859681,40.889241
Kings,742253,JAC,YOUR DELI & GROCERY CORP,YOUR DELI & GROCERY,4718,4TH AVE,BROOKLYN,NY,11220,800,-74.011292,40.647807
Kings,749985,JAC,CECI DELI GROCERY CORP,CECI DELI GROCERY,1789,LINDEN BLVD,BROOKLYN,NY,11207,0,-73.896317,40.657948
Westchester,551323,JABC,SHOP-RITE SUPERMARKETS INC,SHOPRITE #220 BEDFORD H,747,BEDFORD RD,BEDFORD HILLS,NY,10507,30000,-73.714362,41.224223
Suffolk,474732,A,295 LDB CORP,THE BARN,295,LAKE AVE,ST JAMES,NY,11780,1000,-73.156641,40.877844
Cortland,744489,JAC,SONBYRNE SALES INC,BYRNE DAIRY #134 HOMER,36,SOUTHWEST ST,HOMER,NY,13077,3000,-76.191206,42.63335
Allegany,25123,JAC,SKINNER GLORIA J,COUNTRY STORE THE,8730,RT 243,RUSHFORD,NY,14777,2640,-78.234731,42.386453
New York,747020,A,SULLIVAN COUNTRY CORP,SULLIVAN COUNTRY,437,EAST 9TH STREET,NEW YORK,NY,10009,0,-73.983265,40.727522
Jefferson,220183,JAC,SONBYRNE SALES INC,BYRNE DAIRY 60,1003,COFFEEN ST,WATERTOWN,NY,13601,4000,-75.932459,43.984869
New York,722877,JAC,FRESH DIRECT LLC,FOOD KICK,630,WEST 52ND STREET,NEW YORK,NY,10019,0,-73.99546,40.767866
Albany,721225,A,FAMILY DOLLAR STORES OF NY INC,FAMILY DOLLAR #31571,418,SOUTH PEARL STREET,ALBANY,NY,12202,4800,-73.759808,42.637266
New York,725306,A,97 TOBACCO SHOP INC,97TOBACCO SHOP,2578,BROADWAY,NEW YORK,NY,10025,300,-73.971056,40.795477
Oneida,732625,JAC,NASSER ABDO,ABDO SALEH NASSER,1317,NOYES ST,UTICA,NY,13502,0,-75.257139,43.100672
Kings,610419,JABH,TASTEE PATTEE LTD,TASTEE PATEE,3122,CHURCH AVE,BROOKLYN,NY,11226,4000,-73.947875,40.650889
Nassau,717116,JAC,SHREE 1000 CORP,STOP & SHOP CONVENIENCE,1000,JERUSALEM AVE,MERRICK,NY,11566,2000,-73.549908,40.69053
Schoharie,720542,JAC,SPEEDWAY LLC,SPEEDWAY #07699,2423,ST RT 7,COBLESKILL,NY,12043,2500,-74.441778,42.680887
Dutchess,721414,JAC,R & K POUGHKEEPSIE GROCERY II INC,R & K POUGHKEEPSIE GROC,144,MILL ST,POUGHKEEPSIE,NY,12601,1200,-73.934425,41.707686
Kings,670987,JAC,TWO DELI CORP,TWO DELI,140,PENNSYLVANIA AVE,BROOKLYN,NY,11207,1500,-73.896483,40.674248
Erie,751182,JAC,EASTERN PETROLEUM CORP,EASTERN PETROLEUM,4535,BROADWAY,DEPEW,NY,14043,2000,-78.707013,42.90156
New York,628495,A,99 CENT WORLD & VARIETY CORP,99 CENT WORLD & VARIETY,4242,BROADWAY,NEW YORK,NY,10033,2500,-73.936195,40.849706
Suffolk,748983,JAC,LUS LICENSING LLC,LIDL #8008,531,MONTAUK HWY,WEST BABYLON,NY,11704,0,-73.340801,40.687888
Kings,735520,JAC,LUNA MARKET INC,LUNA MARKET,4010,5TH AVENUE,BROOKLYN,NY,11232,1700,-74.004788,40.650435
Delaware,708968,JAC,STAMFORD SMOKEHOUSE LLC,SOLINSKYS,103,MAIN ST,STAMFORD,NY,12167,2000,-74.617133,42.408341
Bronx,746094,JAC,SOUNDVIEW DELI & MARKET LLC,SOUNDVIEW DELI & MARKET,1980,GILDERSLEEVE AVE,BRONX,NY,10473,1100,-73.851923,40.809802
Kings,731762,A,1064 FUEL CORP,1064 FUEL,1064,ATLANTIC AVE,BROOKLYN,NY,11238,0,-73.958062,40.679724
Kings,704700,A,255 E 95 ST FOOD CORP,255 E 95 ST FOOD,1099,CLARKSON AVE,BROOKLYN,NY,11212,1000,-73.921683,40.660095
Franklin,160153,JAC,DEGON JANE,FARM TO MARKET CNTRY ST,1060,COUNTY RT 8,NORTH BANGOR,NY,12966,0,-74.45557,44.87042
Kings,747960,JAC,ASIAN SUPERMARKET NYC INC,ASIAN SUPERMARKET NYC,1322,NEWKIRK AVE,BROOKLYN,NY,11230,1000,-73.964505,40.634959
Queens,736503,JAC,LOS 2 AMIGOS DELI INC,LOS 2 AMIGOS DELI,90-01,77TH STREET,WOODHAVEN,NY,11421,1000,-73.863793,40.687589
Suffolk,728416,JAC,MALIK AHSAN T,7 ELEVEN STORE #11212C,81,SHEPPARD LANE,SMITHTOWN,NY,11787,1200,-73.166131,40.840256
Chemung,739544,JAC,BEER WORLD 11 CORP,BEER WORLD,3165,LAKE RD,HORSEHEADS,NY,14845,5000,-76.814841,42.144384
Suffolk,748685,JAC,LUS LICENSING LLC,LIDL,155,ISLIP AVE,ISLIP,NY,11751,30000,-73.207855,40.735816
Queens,632960,JAC,37TH AVE MARKET INC,FOOD BAZAAR,35-60,JUNCTION BLVD,CORONA,NY,11368,20000,-73.871364,40.752538
Suffolk,751205,JAC,S&S FUEL INC,S&S FUEL,519,MIDDLE COUNTRY RD,CORAM,NY,11727,0,-73.013031,40.86867
Kings,611673,JAC,GROSS BAKE SHOP INC,GROSS BAKE SHOP,5406,16TH AVE,BROOKLYN,NY,11204,2000,-73.988508,40.628152
Bronx,609621,JAC,1158 GROCERY & DELI INC,1158 GROCERY & DELI,1158,ST LAWRENCE AVE,BRONX,NY,10472,500,-73.866678,40.829105
Nassau,739251,JAC,MAHAKALI DELI INC,MAHAKALI DELI,276,ATLANTIC AVE,EAST ROCKAWAY,NY,11518,1500,-73.666011,40.648991
Dutchess,130720,JAC,ENCORE BEVERAGE CORP,FISHKILL BEER&SODA,985,MAIN ST,FISHKILL,NY,12524,3600,-73.907477,41.531361
Putnam,370180,A,LAKE CARMEL RX INC,LAKE CARMEL PHARMACY,511,RT 52,CARMEL,NY,10512,2500,-73.67071,41.455501
Steuben,465148,JAC,UNITED REFINING CO OF PA INC,RED APPLE FD MRT M0059,6765,RT 415 S,BATH,NY,14810,1500,,
Herkimer,210085,JAC,OUMRAM CORP,COUNTRY FARMS,133,W MAIN ST,FRANKFORT,NY,13340,1500,-75.076063,43.043738
Westchester,737069,JACDK,ACE NATURAL INC,ACE NATURAL,249-257,E SANFORD BLVD,MOUNT VERNON,NY,10550,12000,,
Erie,713153,JAC,SUNRISE MINI MART 2 INC,SUNRISE MINI MART II,375,MICHIGAN AVE,BUFFALO,NY,14204,2100,-78.868759,42.882626
Bronx,609116,JAC,LUPITAS MEXICAN GROCERY INC,LUPITAS MEXICAN GROCERY,9,E GUN HILL ROAD,BRONX,NY,10467,1000,-73.880946,40.882532
Nassau,282835,JACDK,BELLMORE DISTRIBUTORS INC,BELLMORE BEVERAGE,1377A,NEWBRIDGE RD,BELLMORE,NY,11710,10000,-73.540894,40.686201
Monroe,261300,A,FAMILY DOLLAR STORES OF NY INC,FAMILY DOLLAR 6115,630,W RIDGE RD,ROCHESTER,NY,14615,6300,-77.64338,43.202233
Kings,611158,A,BROOKLYN BOYS GROCERY INC,MUNDO SUPERMARKET,1815,CHURCH AVE,BROOKLYN,NY,11226,5000,-73.962529,40.649657
Onondaga,748833,A,GB LICENSE LLC,GOPUFF 746,7666,MORGAN RD,LIVERPOOL,NY,13090,4718,-76.206708,43.140684
Rensselaer,385022,JAC,CUMBERLAND FARMS INC,CUMBERLAND FARMS 1534,625,PAWLING AVE,TROY,NY,12180,1800,-73.658818,42.704052
Queens,636596,A,RITE AID OF NEW YORK INC,RITE AID PHARMACY 04868,71-18,KISSENA BLVD,FLUSHING,NY,11367,10000,-73.815209,40.729124
New York,728953,JAC,LOS VECINOS MINI MARKET INC,LOS VECINOS MINI MARKET,3518,BROADWAY,NEW YORK,NY,10031,0,-73.950916,40.825601
Westchester,551124,JAC,CROSS RIVER DEMON SHELL SRVCE INC,SHELL CROSS RIVER,870,RT 35,CROSS RIVER,NY,10518,500,-73.606251,41.268674
Suffolk,709494,JABC,P&P FOODS INC,GIUNTAS MEAT FARMS,4585,SUNRISE HWY,BOHEMIA,NY,11716,10000,-73.114427,40.755154
Bronx,749399,JAC,1679 MONROE DELI GROCERY INC,1679 MONROE DELI GROCER,1679,MONNROE AVENUE,BRONX,NY,10457,800,-73.906781,40.843673
New York,745591,JAC,ECO FARMERS MARKET INC,ECO FARMERS MARKET,1330,LEXINGTON AVE,NEW YORK,NY,10128,2000,-73.95431,40.781209
Kings,713056,JAC,GOOD MORNING DELI & GROCERY CORP,GOOD MORNING DELI & GRO,303,DEAN ST,BROOKLYN,NY,11217,2500,-73.981699,40.684099
Schenectady,420338,A,CVS ALBANY LLC,CVS PHARMACY #0441,259,SARATOGA RD,GLENVILLE,NY,12302,13000,-73.932035,42.870221
Westchester,556526,JAC,DUNWOODIE DAIRY&DELI INC,DUNWOODIE DAIRY,325,YONKERS AVE,YONKERS,NY,10701,3500,-73.872558,40.933259
New York,738688,JAC,3872 ENG DELI GROCERY LLC,3872 ENG DELI,3872,BROADWAY,NEW YORK,NY,10032,2000,-73.942652,40.836938
Nassau,744898,A,INDEPENDENT BEVERAGE CO INC,MASSAPEQUA BEVERAGE,8,HARBOR LANE,MASSAPEQUA PARK,NY,11762,4000,-73.456335,40.666022
Nassau,282610,JAC,SATSANG INC,7 ELEVEN STORE 11150G,635,POWELLS LN,WESTBURY,NY,11590,2000,-73.576717,40.77087
Kings,713807,A,NEW PARK SLOPE GROC & CONV ST INC,NEW PARK SLOPE GRO & CO,597,4TH AVE,BROOKLYN,NY,11215,800,-73.993191,40.665002
Queens,734427,JAC,12 ST GOURMET DELI INC,12 ST GOURMET DELI,1203,40TH AVE,LONG ISLAND CITY,NY,11101,0,-73.942627,40.755953
Delaware,738789,JAC,AMERICAN GINSENG PHARM REGIONAL C,GINSENG & BEYOND,138,CHURCH STREET,TREADWELL,NY,13846,8488,-75.054417,42.343087
Erie,149613,JAC,SPOTH EDWARD M&KEVIN R,SPOTHS FARM MARKET,5757,TRANSIT RD,EAST AMHERST,NY,14051,1200,-78.696933,43.005378
